year,borough,incident_classification,incident_classification_group,zipcode,incident_count,avg_prop_total_value,avg_prop_gross_sqft
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10465,6,82931.0,2717.0
2023,BRONX,Non-Medical MFA - Verbal,NonMedical MFAs,10465,1,82931.0,2717.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10465,11,82931.0,2717.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10465,85,82931.0,2717.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10465,12,82931.0,2717.0
2023,BRONX,Other Transportation Fire,NonStructural Fires,10465,2,82931.0,2717.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10465,66,82931.0,2717.0
2023,BRONX,Remove Civilian - Non-Fire,NonMedical Emergencies,10465,3,82931.0,2717.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10465,3,82931.0,2717.0
2023,BRONX,Store Fire,Structural Fires,10465,1,82931.0,2717.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10465,4,82931.0,2717.0
2023,BRONX,Under Contruction / Vacant Fire,Structural Fires,10465,1,82931.0,2717.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10465,64,82931.0,2717.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10465,129,82931.0,2717.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10465,10,82931.0,2717.0
2023,BRONX,Utility Emergency - Undefined,NonMedical Emergencies,10465,1,82931.0,2717.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10465,64,82931.0,2717.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10465,141,82931.0,2717.0
2023,BRONX,Vehicle Accident - With Extrication,NonMedical Emergencies,10465,3,82931.0,2717.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10466,49,101164.0,3227.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10466,49,101164.0,3227.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10466,169,101164.0,3227.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10466,448,101164.0,3227.0
2023,BRONX,Automobile Fire,NonStructural Fires,10466,16,101164.0,3227.0
2023,BRONX,Brush Fire,NonStructural Fires,10466,7,101164.0,3227.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10466,83,101164.0,3227.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10466,39,101164.0,3227.0
2023,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10466,17,101164.0,3227.0
2023,BRONX,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,10466,2,101164.0,3227.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10466,19,101164.0,3227.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10466,30,101164.0,3227.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10466,16,101164.0,3227.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10466,127,101164.0,3227.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10466,62,101164.0,3227.0
2023,BRONX,Hospital Fire,Structural Fires,10466,2,101164.0,3227.0
2023,BRONX,Manhole Fire - Other,NonStructural Fires,10466,1,101164.0,3227.0
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10466,8,101164.0,3227.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10466,779,101164.0,3227.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10466,1100,101164.0,3227.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10466,11,101164.0,3227.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10466,4,101164.0,3227.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10466,417,101164.0,3227.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10466,436,101164.0,3227.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10466,73,101164.0,3227.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10466,43,101164.0,3227.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10466,73,101164.0,3227.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10466,20,101164.0,3227.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10466,14,101164.0,3227.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10466,6,101164.0,3227.0
2023,BRONX,Non-Medical MFA - ERS,NonMedical MFAs,10466,5,101164.0,3227.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10466,64,101164.0,3227.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10466,22,101164.0,3227.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10466,20,101164.0,3227.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10466,161,101164.0,3227.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10466,23,101164.0,3227.0
2023,BRONX,Other Public Building Fire,Structural Fires,10466,1,101164.0,3227.0
2023,BRONX,Other Transportation Fire,NonStructural Fires,10466,3,101164.0,3227.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10466,125,101164.0,3227.0
2023,BRONX,Remove Civilian - Non-Fire,NonMedical Emergencies,10466,1,101164.0,3227.0
2023,BRONX,School Fire,Structural Fires,10466,3,101164.0,3227.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10466,1,101164.0,3227.0
2023,BRONX,Store Fire,Structural Fires,10466,1,101164.0,3227.0
2023,BRONX,Transit System - NonStructural,NonStructural Fires,10466,1,101164.0,3227.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10466,6,101164.0,3227.0
2023,BRONX,Under Contruction / Vacant Fire,Structural Fires,10466,1,101164.0,3227.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10466,85,101164.0,3227.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10466,278,101164.0,3227.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10466,22,101164.0,3227.0
2023,BRONX,Utility Emergency - Undefined,NonMedical Emergencies,10466,1,101164.0,3227.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10466,199,101164.0,3227.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10466,169,101164.0,3227.0
2023,BRONX,Vehicle Accident - With Extrication,NonMedical Emergencies,10466,4,101164.0,3227.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10467,35,333085.0,9877.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10467,59,333085.0,9877.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10467,360,333085.0,9877.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10467,762,333085.0,9877.0
2023,BRONX,Automobile Fire,NonStructural Fires,10467,12,333085.0,9877.0
2023,BRONX,Brush Fire,NonStructural Fires,10467,24,333085.0,9877.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10467,115,333085.0,9877.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10467,32,333085.0,9877.0
2023,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10467,9,333085.0,9877.0
2023,BRONX,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,10467,3,333085.0,9877.0
2023,BRONX,Church Fire,Structural Fires,10467,2,333085.0,9877.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10467,23,333085.0,9877.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10467,78,333085.0,9877.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10467,10,333085.0,9877.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10467,392,333085.0,9877.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10467,120,333085.0,9877.0
2023,BRONX,Hospital Fire,Structural Fires,10467,6,333085.0,9877.0
2023,BRONX,Manhole Fire - Blown Cover,NonStructural Fires,10467,1,333085.0,9877.0
2023,BRONX,Manhole Fire - Other,NonStructural Fires,10467,2,333085.0,9877.0
2023,BRONX,Manhole Fire - Seeping Smoke,NonStructural Fires,10467,3,333085.0,9877.0
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10467,22,333085.0,9877.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10467,786,333085.0,9877.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10467,2181,333085.0,9877.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10467,28,333085.0,9877.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10467,12,333085.0,9877.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10467,710,333085.0,9877.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10467,826,333085.0,9877.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10467,140,333085.0,9877.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10467,95,333085.0,9877.0
2023,BRONX,Multiple Dwelling 'A' - Compactor fire,Structural Fires,10467,2,333085.0,9877.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10467,170,333085.0,9877.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10467,50,333085.0,9877.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10467,15,333085.0,9877.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10467,11,333085.0,9877.0
2023,BRONX,Non-Medical MFA - ERS,NonMedical MFAs,10467,2,333085.0,9877.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10467,198,333085.0,9877.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10467,43,333085.0,9877.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10467,39,333085.0,9877.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10467,270,333085.0,9877.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10467,36,333085.0,9877.0
2023,BRONX,Other Public Building Fire,Structural Fires,10467,2,333085.0,9877.0
2023,BRONX,Other Transportation Fire,NonStructural Fires,10467,1,333085.0,9877.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10467,33,333085.0,9877.0
2023,BRONX,Remove Civilian - Non-Fire,NonMedical Emergencies,10467,1,333085.0,9877.0
2023,BRONX,School Fire,Structural Fires,10467,2,333085.0,9877.0
2023,BRONX,Sprinkler System - Activated,NonMedical Emergencies,10467,2,333085.0,9877.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10467,19,333085.0,9877.0
2023,BRONX,Sprinkler System - Working on System,NonMedical Emergencies,10467,5,333085.0,9877.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10467,7,333085.0,9877.0
2023,BRONX,Under Contruction / Vacant Fire,Structural Fires,10467,1,333085.0,9877.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10467,81,333085.0,9877.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10467,310,333085.0,9877.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10467,43,333085.0,9877.0
2023,BRONX,Utility Emergency - Undefined,NonMedical Emergencies,10467,1,333085.0,9877.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10467,412,333085.0,9877.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10467,144,333085.0,9877.0
2023,BRONX,Vehicle Accident - With Extrication,NonMedical Emergencies,10467,6,333085.0,9877.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10469,47,84055.0,2732.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10469,42,84055.0,2732.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10469,164,84055.0,2732.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10469,480,84055.0,2732.0
2023,BRONX,Automobile Fire,NonStructural Fires,10469,18,84055.0,2732.0
2023,BRONX,Brush Fire,NonStructural Fires,10469,7,84055.0,2732.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10469,97,84055.0,2732.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10469,19,84055.0,2732.0
2023,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10469,24,84055.0,2732.0
2023,BRONX,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,10469,1,84055.0,2732.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10469,14,84055.0,2732.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10469,66,84055.0,2732.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10469,11,84055.0,2732.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10469,63,84055.0,2732.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10469,25,84055.0,2732.0
2023,BRONX,Hospital Fire,Structural Fires,10469,1,84055.0,2732.0
2023,BRONX,Manhole Fire - Other,NonStructural Fires,10469,3,84055.0,2732.0
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10469,8,84055.0,2732.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10469,481,84055.0,2732.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10469,1013,84055.0,2732.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10469,9,84055.0,2732.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10469,4,84055.0,2732.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10469,384,84055.0,2732.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10469,387,84055.0,2732.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10469,138,84055.0,2732.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10469,54,84055.0,2732.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10469,51,84055.0,2732.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10469,8,84055.0,2732.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10469,4,84055.0,2732.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10469,6,84055.0,2732.0
2023,BRONX,Non-Medical MFA - ERS,NonMedical MFAs,10469,2,84055.0,2732.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10469,73,84055.0,2732.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10469,21,84055.0,2732.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10469,16,84055.0,2732.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10469,163,84055.0,2732.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10469,14,84055.0,2732.0
2023,BRONX,Other Public Building Fire,Structural Fires,10469,1,84055.0,2732.0
2023,BRONX,Other Transportation Fire,NonStructural Fires,10469,1,84055.0,2732.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10469,120,84055.0,2732.0
2023,BRONX,Remove Civilian - Non-Fire,NonMedical Emergencies,10469,2,84055.0,2732.0
2023,BRONX,School Fire,Structural Fires,10469,3,84055.0,2732.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10469,4,84055.0,2732.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10469,8,84055.0,2732.0
2023,BRONX,Under Contruction / Vacant Fire,Structural Fires,10469,4,84055.0,2732.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10469,94,84055.0,2732.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10469,199,84055.0,2732.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10469,16,84055.0,2732.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10469,122,84055.0,2732.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10469,134,84055.0,2732.0
2023,BRONX,Vehicle Accident - With Extrication,NonMedical Emergencies,10469,3,84055.0,2732.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10471,19,347449.0,7404.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10471,30,347449.0,7404.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10471,120,347449.0,7404.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10471,113,347449.0,7404.0
2023,BRONX,Automobile Fire,NonStructural Fires,10471,5,347449.0,7404.0
2023,BRONX,Brush Fire,NonStructural Fires,10471,9,347449.0,7404.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10471,35,347449.0,7404.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10471,5,347449.0,7404.0
2023,BRONX,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,10471,4,347449.0,7404.0
2023,BRONX,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,10471,2,347449.0,7404.0
2023,BRONX,Church Fire,Structural Fires,10471,3,347449.0,7404.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10471,2,347449.0,7404.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10471,18,347449.0,7404.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10471,14,347449.0,7404.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10471,29,347449.0,7404.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10471,3,347449.0,7404.0
2023,BRONX,Hospital Fire,Structural Fires,10471,1,347449.0,7404.0
2023,BRONX,Manhole Fire - Other,NonStructural Fires,10471,2,347449.0,7404.0
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10471,5,347449.0,7404.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10471,162,347449.0,7404.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10471,310,347449.0,7404.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10471,2,347449.0,7404.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10471,5,347449.0,7404.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10471,81,347449.0,7404.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10471,168,347449.0,7404.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10471,21,347449.0,7404.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10471,35,347449.0,7404.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10471,20,347449.0,7404.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10471,4,347449.0,7404.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10471,6,347449.0,7404.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10471,3,347449.0,7404.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10471,27,347449.0,7404.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10471,10,347449.0,7404.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10471,16,347449.0,7404.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10471,61,347449.0,7404.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10471,7,347449.0,7404.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10471,31,347449.0,7404.0
2023,BRONX,School Fire,Structural Fires,10471,11,347449.0,7404.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10471,2,347449.0,7404.0
2023,BRONX,Sprinkler System - Working on System,NonMedical Emergencies,10471,4,347449.0,7404.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10471,3,347449.0,7404.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10471,25,347449.0,7404.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10471,48,347449.0,7404.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10471,14,347449.0,7404.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10471,12,347449.0,7404.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10471,62,347449.0,7404.0
2023,BRONX,Vehicle Accident - With Extrication,NonMedical Emergencies,10471,1,347449.0,7404.0
2023,BRONX,Alarm System - Defective,NonMedical Emergencies,10474,13,545680.0,13159.0
2023,BRONX,Alarm System - Testing,NonMedical Emergencies,10474,23,545680.0,13159.0
2023,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,10474,72,545680.0,13159.0
2023,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,10474,180,545680.0,13159.0
2023,BRONX,Automobile Fire,NonStructural Fires,10474,9,545680.0,13159.0
2023,BRONX,Brush Fire,NonStructural Fires,10474,1,545680.0,13159.0
2023,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10474,15,545680.0,13159.0
2023,BRONX,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,10474,2,545680.0,13159.0
2023,BRONX,Defective Oil Burner,NonMedical Emergencies,10474,3,545680.0,13159.0
2023,BRONX,Demolition Debris or Rubbish Fire,NonStructural Fires,10474,21,545680.0,13159.0
2023,BRONX,Downed Tree,NonMedical Emergencies,10474,2,545680.0,13159.0
2023,BRONX,Elevator Emergency - Occupied,NonMedical Emergencies,10474,26,545680.0,13159.0
2023,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,10474,11,545680.0,13159.0
2023,BRONX,Factory Fire,Structural Fires,10474,2,545680.0,13159.0
2023,BRONX,Manhole Fire - Blown Cover,NonStructural Fires,10474,2,545680.0,13159.0
2023,BRONX,Manhole Fire - Seeping Smoke,NonStructural Fires,10474,1,545680.0,13159.0
2023,BRONX,Maritime Emergency,NonMedical Emergencies,10474,1,545680.0,13159.0
2023,BRONX,Medical - Assist Civilian,Medical Emergencies,10474,1,545680.0,13159.0
2023,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,10474,309,545680.0,13159.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10474,323,545680.0,13159.0
2023,BRONX,Medical MFA - EMS Link,Medical MFAs,10474,1,545680.0,13159.0
2023,BRONX,Medical MFA - PD Link,Medical MFAs,10474,2,545680.0,13159.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10474,235,545680.0,13159.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10474,165,545680.0,13159.0
2023,BRONX,Medical - Serious Life Threatening,Medical Emergencies,10474,24,545680.0,13159.0
2023,BRONX,Medical - Victim Deceased,Medical Emergencies,10474,10,545680.0,13159.0
2023,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,10474,29,545680.0,13159.0
2023,BRONX,Multiple Dwelling 'A' - Other fire,Structural Fires,10474,9,545680.0,13159.0
2023,BRONX,Multiple Dwelling 'B' Fire,Structural Fires,10474,1,545680.0,13159.0
2023,BRONX,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,10474,1,545680.0,13159.0
2023,BRONX,Non-Medical MFA - ERS,NonMedical MFAs,10474,1,545680.0,13159.0
2023,BRONX,Non-Medical MFA - Phone,NonMedical MFAs,10474,32,545680.0,13159.0
2023,BRONX,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,10474,7,545680.0,13159.0
2023,BRONX,Odor - Other Smoke,NonMedical Emergencies,10474,5,545680.0,13159.0
2023,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,10474,53,545680.0,13159.0
2023,BRONX,Other Commercial Building Fire,Structural Fires,10474,8,545680.0,13159.0
2023,BRONX,Other Transportation Fire,NonStructural Fires,10474,2,545680.0,13159.0
2023,BRONX,Private Dwelling Fire,Structural Fires,10474,4,545680.0,13159.0
2023,BRONX,Remove Civilian - Non-Fire,NonMedical Emergencies,10474,3,545680.0,13159.0
2023,BRONX,Sprinkler System - Activated,NonMedical Emergencies,10474,1,545680.0,13159.0
2023,BRONX,Sprinkler System - Malfunction,NonMedical Emergencies,10474,5,545680.0,13159.0
2023,BRONX,Sprinkler System - Working on System,NonMedical Emergencies,10474,3,545680.0,13159.0
2023,BRONX,Store Fire,Structural Fires,10474,1,545680.0,13159.0
2023,BRONX,Undefined Emergency,NonMedical Emergencies,10474,4,545680.0,13159.0
2023,BRONX,Under Contruction / Vacant Fire,Structural Fires,10474,1,545680.0,13159.0
2023,BRONX,Utility Emergency - Electric,NonMedical Emergencies,10474,22,545680.0,13159.0
2023,BRONX,Utility Emergency - Gas,NonMedical Emergencies,10474,43,545680.0,13159.0
2023,BRONX,Utility Emergency - Steam,NonMedical Emergencies,10474,7,545680.0,13159.0
2023,BRONX,Utility Emergency - Water,NonMedical Emergencies,10474,77,545680.0,13159.0
2023,BRONX,Vehicle Accident - Other,NonMedical Emergencies,10474,41,545680.0,13159.0
2023,BRONX,Medical - EMS Link 10-91,Medical Emergencies,10803,1,34020.0,1512.0
2023,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,10803,1,34020.0,1512.0
2023,BRONX,Medical - PD Link 10-91,Medical Emergencies,10803,1,34020.0,1512.0
2023,BROOKLYN,Abandoned Derelict Vehicle Fire,NonStructural Fires,11203,4,146770.0,3586.0
2023,BROOKLYN,Alarm System - Defective,NonMedical Emergencies,11203,27,146770.0,3586.0
2023,BROOKLYN,Alarm System - Testing,NonMedical Emergencies,11203,57,146770.0,3586.0
2023,BROOKLYN,Alarm System - Unnecessary,NonMedical Emergencies,11203,300,146770.0,3586.0
2023,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,11203,361,146770.0,3586.0
2023,BROOKLYN,Automobile Fire,NonStructural Fires,11203,18,146770.0,3586.0
2023,BROOKLYN,Brush Fire,NonStructural Fires,11203,2,146770.0,3586.0
2023,BROOKLYN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,11203,102,146770.0,3586.0
2023,BROOKLYN,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,11203,29,146770.0,3586.0
2023,BROOKLYN,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,11203,20,146770.0,3586.0
2023,BROOKLYN,Carbon Monoxide - Code 4 - No Detector Activation,NonMedical Emergencies,11203,2,146770.0,3586.0
2023,BROOKLYN,Church Fire,Structural Fires,11203,1,146770.0,3586.0
2023,BROOKLYN,Defective Oil Burner,NonMedical Emergencies,11203,7,146770.0,3586.0
2023,BROOKLYN,Demolition Debris or Rubbish Fire,NonStructural Fires,11203,39,146770.0,3586.0
2023,BROOKLYN,Downed Tree,NonMedical Emergencies,11203,15,146770.0,3586.0
2023,BROOKLYN,Elevator Emergency - Occupied,NonMedical Emergencies,11203,84,146770.0,3586.0
2023,BROOKLYN,Elevator Emergency - Unoccupied,NonMedical Emergencies,11203,11,146770.0,3586.0
2023,BROOKLYN,Hospital Fire,Structural Fires,11203,8,146770.0,3586.0
2023,BROOKLYN,Manhole Fire - Other,NonStructural Fires,11203,7,146770.0,3586.0
